repository,stars,creation_date,last_update_date,primary_language,total_releases,accepted_pull_requests,total_issues,closed_issues,repository_age_days,days_since_last_update,closed_issues_ratio
docker/awesome-compose,40938,2020-02-13 08:51:42+00:00,2025-07-22 05:26:19+00:00,HTML,0,149,127,40,2018,32,0.31496062992125984
styled-components/styled-components,40884,2016-08-16 06:41:32+00:00,2025-06-18 19:28:46+00:00,TypeScript,176,966,2953,2651,3294,66,0.8977311208940061
psf/black,40844,2018-03-14 19:54:45+00:00,2025-08-19 12:31:01+00:00,Python,46,1585,2723,2394,2719,4,0.8791773778920309
vuetifyjs/vuetify,40693,2016-09-12 00:39:35+00:00,2025-08-23 17:00:21+00:00,TypeScript,605,4391,14906,14402,3267,0,0.9661881121695961
ziglang/zig,40676,2015-08-06 00:51:28+00:00,2025-08-23 19:32:14+00:00,Zig,20,9180,13110,9704,3670,0,0.7401983218916858
hexojs/hexo,40673,2012-09-23 15:17:08+00:00,2025-08-16 00:51:53+00:00,TypeScript,114,945,3985,3912,4717,7,0.98168130489335
zhongyang219/TrafficMonitor,40591,2017-07-30 02:51:17+00:00,2025-08-21 11:07:54+00:00,C++,26,63,1884,713,2946,2,0.37845010615711255
fastlane/fastlane,40430,2014-12-02 17:00:38+00:00,2025-08-07 21:19:55+00:00,Ruby,552,6234,13188,12501,3917,15,0.9479071883530482
cli/cli,40395,2019-10-03 15:24:53+00:00,2025-08-21 19:10:59+00:00,Go,175,2605,5146,4310,2151,2,0.8375437232802176
bannedbook/fanqiang,40305,2015-01-14 00:34:25+00:00,2025-08-19 12:08:26+00:00,Kotlin,3,3,796,467,3874,4,0.5866834170854272
mitmproxy/mitmproxy,40258,2010-02-16 04:10:13+00:00,2025-08-19 21:04:35+00:00,Python,76,2632,3561,3228,5667,3,0.9064869418702611
SimplifyJobs/Summer2026-Internships,40198,2020-05-23 20:53:18+00:00,2025-08-23 17:20:07+00:00,N/A,0,1673,3701,3698,1917,0,0.9991894082680357
dylanaraps/pure-bash-bible,40011,2018-06-13 01:39:33+00:00,2023-11-28 03:26:23+00:00,Shell,0,28,77,33,2628,634,0.42857142857142855
GitHubDaily/GitHubDaily,40001,2018-12-30 13:56:58+00:00,2025-03-20 08:54:47+00:00,N/A,0,3,577,176,2428,156,0.3050259965337955
tabler/tabler,39963,2018-02-01 09:08:59+00:00,2025-08-18 15:16:15+00:00,HTML,51,722,1091,1004,2760,5,0.9202566452795601
chubin/cheat.sh,39932,2017-05-07 21:40:56+00:00,2025-08-08 05:15:06+00:00,Python,0,129,258,133,3029,15,0.5155038759689923
LC044/WeChatMsg,39917,2023-01-11 05:03:49+00:00,2025-04-26 17:26:17+00:00,N/A,0,62,0,0,955,119,0.0
deepspeedai/DeepSpeed,39842,2020-01-23 18:35:18+00:00,2025-08-22 02:59:00+00:00,Python,98,2747,3177,2083,2039,1,0.6556499842618823
penpot/penpot,39810,2015-12-29 22:09:07+00:00,2025-08-22 14:51:54+00:00,Clojure,59,4520,1920,1429,3524,1,0.7442708333333333
microsoft/AI-For-Beginners,39751,2021-03-03 16:27:36+00:00,2025-08-23 16:54:23+00:00,Jupyter Notebook,0,177,133,107,1634,0,0.8045112781954887
colinhacks/zod,39640,2020-03-07 20:59:08+00:00,2025-08-23 18:38:34+00:00,TypeScript,180,841,2709,2522,1994,0,0.9309708379475822
bradtraversy/50projects50days,39606,2020-11-16 14:39:01+00:00,2025-02-26 13:49:39+00:00,CSS,0,44,0,0,1741,178,0.0
gradio-app/gradio,39603,2018-12-19 08:24:04+00:00,2025-08-23 10:33:14+00:00,Python,1000,4752,5932,5502,2439,0,0.9275118004045853
chakra-ui/chakra-ui,39580,2019-08-17 14:27:54+00:00,2025-08-23 08:52:51+00:00,TypeScript,1000,2811,4149,4149,2198,0,1.0
helix-editor/helix,39568,2020-06-01 04:26:56+00:00,2025-08-22 13:35:44+00:00,Rust,30,4249,5385,4544,1909,1,0.8438254410399257
lukasz-madon/awesome-remote-job,39529,2015-01-02 00:31:34+00:00,2025-07-30 18:42:16+00:00,N/A,0,592,80,75,3886,24,0.9375
virattt/ai-hedge-fund,39511,2024-11-29 16:30:01+00:00,2025-08-20 19:46:02+00:00,Python,0,33,217,198,267,3,0.9124423963133641
slidevjs/slidev,39499,2021-04-24 01:25:23+00:00,2025-08-20 07:18:54+00:00,TypeScript,394,711,1215,1073,1582,3,0.8831275720164609
google-research/bert,39442,2018-10-25 22:57:34+00:00,2024-07-23 23:39:41+00:00,Python,0,32,1145,355,2493,395,0.31004366812227074
wg/wrk,39413,2012-03-20 11:12:28+00:00,2023-12-30 10:33:51+00:00,C,0,0,406,262,4904,602,0.645320197044335
php/php-src,39393,2011-06-16 01:52:25+00:00,2025-08-23 13:40:23+00:00,C,23,4260,4332,3503,5182,0,0.8086334256694367
QSCTech/zju-icicles,39383,2016-06-28 16:17:32+00:00,2025-06-23 16:45:51+00:00,HTML,0,224,78,69,3343,61,0.8846153846153846
harry0703/MoneyPrinterTurbo,39374,2024-03-11 02:57:34+00:00,2025-06-11 06:34:54+00:00,Python,9,136,573,393,530,73,0.6858638743455497
gedoor/legado,39360,2019-05-22 04:18:58+00:00,2025-08-18 06:51:31+00:00,Kotlin,115,1134,2971,2927,2285,5,0.985190171659374
sharkdp/fd,39275,2017-05-09 21:27:10+00:00,2025-08-19 20:17:09+00:00,Rust,40,651,917,787,3027,4,0.8582333696837514
ChrisTitusTech/winutil,39262,2022-04-28 02:25:19+00:00,2025-08-23 15:31:29+00:00,PowerShell,22,846,1904,1707,1213,0,0.8965336134453782
evanw/esbuild,39254,2016-06-14 16:08:50+00:00,2025-08-13 02:31:20+00:00,Go,301,246,3762,3247,3357,10,0.8631047315257842
floodsung/Deep-Learning-Papers-Reading-Roadmap,39231,2016-10-14 11:49:48+00:00,2022-11-27 13:18:32+00:00,Python,0,28,57,5,3235,1000,0.08771929824561403
upscayl/upscayl,39220,2022-07-30 17:19:20+00:00,2025-08-01 14:28:41+00:00,TypeScript,29,100,952,893,1120,22,0.9380252100840336
byoungd/English-level-up-tips,39174,2017-05-30 07:18:52+00:00,2024-07-13 17:58:27+00:00,HTML,0,26,101,72,3007,406,0.7128712871287128
videojs/video.js,39063,2010-05-14 18:45:10+00:00,2025-08-01 12:24:02+00:00,JavaScript,332,1801,5385,4807,5580,22,0.8926648096564531
lm-sys/FastChat,39018,2023-03-19 00:18:02+00:00,2025-06-02 15:22:03+00:00,Python,14,849,1900,1066,888,82,0.5610526315789474
Dogfalo/materialize,38964,2014-09-12 19:35:38+00:00,2025-08-10 02:17:57+00:00,JavaScript,41,449,5222,4599,3998,13,0.8806970509383378
pingcap/tidb,38916,2015-09-06 04:01:52+00:00,2025-08-23 02:40:35+00:00,Go,210,33109,21300,17255,3639,0,0.810093896713615
jgm/pandoc,38894,2010-03-20 20:34:23+00:00,2025-08-21 21:25:08+00:00,Haskell,147,1684,7988,7018,5634,1,0.8785678517776665
vim/vim,38816,2015-08-18 21:03:56+00:00,2025-08-23 19:53:24+00:00,Vim Script,0,440,8924,7413,3657,0,0.830681308830121
go-gorm/gorm,38738,2013-10-25 08:31:38+00:00,2025-08-20 04:51:20+00:00,Go,5,753,6004,5548,4320,3,0.9240506329113924
mem0ai/mem0,38646,2023-06-20 08:58:36+00:00,2025-08-23 15:36:19+00:00,Python,265,1673,1094,747,795,0,0.6828153564899452
tmux/tmux,38644,2015-06-03 23:32:55+00:00,2025-08-22 11:58:27+00:00,C,37,1,3719,3662,3733,1,0.9846732992739984
curl/curl,38624,2010-03-18 22:32:22+00:00,2025-08-23 19:32:40+00:00,C,91,198,5156,5147,5636,0,0.9982544608223429
remoteintech/remote-jobs,38620,2015-10-13 03:49:25+00:00,2025-07-23 00:32:09+00:00,JavaScript,0,1283,190,168,3602,31,0.8842105263157894
ray-project/ray,38602,2016-10-25 19:38:30+00:00,2025-08-23 20:01:02+00:00,Python,108,27169,20933,18225,3224,0,0.8706348827210625
zhayujie/chatgpt-on-wechat,38574,2022-08-07 08:33:41+00:00,2025-08-08 02:47:49+00:00,Python,63,261,1999,1699,1112,15,0.8499249624812406
aria2/aria2,38532,2010-11-27 09:41:48+00:00,2025-08-18 08:51:00+00:00,C++,24,253,1891,824,5383,5,0.4357482813326282
google/styleguide,38436,2015-05-20 19:18:59+00:00,2025-07-31 22:16:21+00:00,HTML,0,194,355,239,3748,22,0.6732394366197183
DIYgod/RSSHub,38421,2018-04-02 14:43:21+00:00,2025-08-23 01:48:54+00:00,TypeScript,0,11065,6095,5742,2700,0,0.9420836751435603
suno-ai/bark,38401,2023-04-07 19:34:48+00:00,2024-08-19 07:45:36+00:00,Jupyter Notebook,0,19,469,239,869,369,0.509594882729211
saadeghi/daisyui,38400,2020-11-28 22:57:27+00:00,2025-08-22 11:45:40+00:00,Svelte,100,426,1973,1927,1728,1,0.9766852508869741
QuivrHQ/quivr,38326,2023-05-12 23:53:30+00:00,2025-07-09 12:55:23+00:00,Python,354,1819,1535,1533,833,45,0.9986970684039088
trpc/trpc,38293,2020-07-18 01:17:11+00:00,2025-08-22 07:54:49+00:00,TypeScript,218,3711,1283,1139,1862,1,0.8877630553390491
phaserjs/phaser,38292,2013-04-12 12:27:51+00:00,2025-08-22 15:37:44+00:00,JavaScript,172,1729,4553,4474,4516,1,0.9826488029870415
makeplane/plane,38276,2022-11-19 12:55:01+00:00,2025-08-23 18:25:14+00:00,TypeScript,48,5599,1316,870,1008,0,0.6610942249240122
files-community/Files,38252,2019-01-04 18:19:14+00:00,2025-08-21 21:56:53+00:00,C#,123,5337,10606,10108,2423,1,0.953045445973977
photoprism/photoprism,38176,2018-01-27 12:00:15+00:00,2025-08-23 12:31:43+00:00,Go,78,812,2382,1957,2765,0,0.8215785054575987
logseq/logseq,38139,2020-05-23 00:06:06+00:00,2025-08-22 17:42:37+00:00,Clojure,150,3066,7919,6697,1918,1,0.8456875868165172
PhilJay/MPAndroidChart,38093,2014-04-25 14:29:47+00:00,2025-06-05 07:06:39+00:00,Java,44,191,4964,2899,4138,79,0.5840048348106366
freefq/free,38084,2020-06-07 02:48:33+00:00,2024-08-20 09:43:55+00:00,N/A,0,0,749,216,1903,368,0.2883845126835781
impress/impress.js,38049,2011-12-28 22:23:19+00:00,2025-08-06 20:46:54+00:00,JavaScript,15,120,483,431,4986,16,0.8923395445134575
google/leveldb,38030,2014-08-27 21:17:52+00:00,2025-01-30 17:33:01+00:00,C++,21,64,777,537,4013,205,0.6911196911196911
koalaman/shellcheck,37971,2012-11-17 03:15:11+00:00,2025-08-12 17:10:23+00:00,Haskell,30,306,2849,1718,4662,11,0.603018603018603
preactjs/preact,37897,2015-09-11 02:40:18+00:00,2025-08-23 06:23:27+00:00,JavaScript,231,1921,1893,1838,3634,0,0.97094558901215
appsmithorg/appsmith,37767,2020-06-30 04:07:36+00:00,2025-08-21 12:24:48+00:00,TypeScript,290,13948,23572,19229,1880,2,0.8157559816731715
ccxt/ccxt,37729,2017-05-14 15:41:56+00:00,2025-08-22 09:26:03+00:00,Python,173,13372,10920,10097,3023,1,0.9246336996336997
calcom/cal.com,37697,2021-03-22 13:47:42+00:00,2025-08-23 14:10:55+00:00,TypeScript,511,10534,8105,6958,1615,0,0.8584824182603331
goabstract/Awesome-Design-Tools,37643,2019-02-12 13:55:30+00:00,2024-07-28 19:57:31+00:00,JavaScript,0,283,45,25,2384,391,0.5555555555555556
novuhq/novu,37640,2021-08-26 15:22:44+00:00,2025-08-23 17:43:04+00:00,TypeScript,50,6013,1620,1398,1458,0,0.8629629629629629
2noise/ChatTTS,37607,2024-05-27 18:26:49+00:00,2025-07-06 15:11:14+00:00,Python,6,214,656,587,453,48,0.8948170731707317
gto76/python-cheatsheet,37591,2018-01-25 04:16:53+00:00,2025-07-31 18:22:41+00:00,Python,0,14,65,60,2767,23,0.9230769230769231
karanpratapsingh/system-design,37563,2022-08-15 18:59:54+00:00,2024-04-10 15:00:47+00:00,N/A,0,11,22,21,1104,500,0.9545454545454546
FreeCodeCampChina/freecodecamp.cn,37460,2016-09-30 03:13:43+00:00,2023-07-16 16:48:59+00:00,CSS,0,55,586,445,3249,769,0.7593856655290102
LAION-AI/Open-Assistant,37455,2022-12-13 05:24:17+00:00,2024-08-17 01:55:35+00:00,Python,127,1614,1645,1417,984,371,0.8613981762917933
cloudcommunity/Free-Certifications,37451,2020-07-31 10:26:19+00:00,2025-07-22 03:37:50+00:00,N/A,0,114,106,69,1849,32,0.6509433962264151
gofiber/fiber,37449,2020-01-16 03:59:20+00:00,2025-08-23 17:25:28+00:00,Go,127,1810,1570,1492,2046,0,0.9503184713375796
ant-design/ant-design-pro,37434,2017-08-25 10:40:44+00:00,2025-08-15 08:39:00+00:00,TypeScript,26,1008,9754,9601,2920,8,0.9843141275374205
menloresearch/jan,37372,2023-08-17 02:17:10+00:00,2025-08-23 02:32:14+00:00,TypeScript,87,2679,2852,2723,737,0,0.9547685834502104
DataExpert-io/data-engineer-handbook,37248,2023-11-19 19:47:41+00:00,2025-08-18 22:00:46+00:00,Jupyter Notebook,0,171,77,64,643,4,0.8311688311688312
eugenp/tutorials,37237,2013-04-29 18:26:36+00:00,2025-08-23 18:42:41+00:00,Java,0,13371,789,772,4499,0,0.9784537389100126
lapce/lapce,37200,2018-02-06 08:41:06+00:00,2025-08-23 00:44:37+00:00,Rust,32,1171,1977,1177,2755,0,0.5953464845725848
istio/istio,37181,2016-11-18 23:57:21+00:00,2025-08-23 16:34:17+00:00,Go,393,28442,21159,20696,3199,0,0.9781180585093814
freeCodeCamp/devdocs,37124,2013-10-24 18:16:07+00:00,2025-08-20 22:51:57+00:00,Ruby,0,926,1230,1039,4321,2,0.8447154471544716
fastapi/full-stack-fastapi-template,37090,2019-02-23 15:08:34+00:00,2025-08-22 10:27:57+00:00,TypeScript,10,411,430,260,2373,1,0.6046511627906976
payloadcms/payload,37079,2021-01-05 18:49:45+00:00,2025-08-23 07:09:11+00:00,TypeScript,522,5827,3747,3363,1691,0,0.8975180144115292
naptha/tesseract.js,37058,2015-06-24 02:49:52+00:00,2025-08-06 17:11:18+00:00,JavaScript,56,195,726,695,3713,17,0.9573002754820936
dockur/windows,37044,2024-01-14 13:09:40+00:00,2025-08-18 03:43:35+00:00,Shell,104,411,836,738,587,5,0.8827751196172249
TencentARC/GFPGAN,37011,2021-03-19 06:18:20+00:00,2024-07-26 18:44:02+00:00,Python,8,14,499,134,1618,393,0.2685370741482966
dotnet/aspnetcore,37000,2014-03-11 06:09:42+00:00,2025-08-23 18:11:57+00:00,C#,258,17777,37614,34090,4183,0,0.9063114797681714
Kong/insomnia,36978,2016-04-23 03:54:26+00:00,2025-08-22 17:18:48+00:00,TypeScript,525,3354,3877,3196,3409,1,0.8243487232396183
0voice/interview_internal_reference,36976,2019-06-10 06:54:19+00:00,2024-05-20 12:04:02+00:00,Python,0,35,49,19,2266,460,0.3877551020408163
inkonchain/docs,36931,2024-05-07 16:49:36+00:00,2025-08-18 07:43:19+00:00,MDX,0,393,33,13,473,5,0.3939393939393939
denysdovhan/wtfjs,36925,2017-07-14 15:42:12+00:00,2025-03-18 13:55:28+00:00,JavaScript,25,125,117,95,2962,158,0.811965811965812
Aider-AI/aider,36901,2023-05-09 18:57:49+00:00,2025-08-13 17:30:01+00:00,Python,93,263,3695,2693,837,10,0.7288227334235453
inkonchain/node,36894,2024-05-13 23:20:40+00:00,2025-07-23 18:13:58+00:00,Shell,6,35,24,13,466,31,0.5416666666666666
NervJS/taro,36840,2018-04-08 09:32:26+00:00,2025-08-22 22:05:17+00:00,TypeScript,200,3392,12562,11033,2694,0,0.8782837127845884
google/googletest,36840,2015-07-28 15:07:53+00:00,2025-08-20 05:05:51+00:00,C++,11,813,2323,1979,3679,3,0.8519156263452432
inkonchain/ink-kit,36800,2024-11-04 16:32:17+00:00,2025-07-23 18:10:56+00:00,TypeScript,0,90,5,3,292,31,0.6
siyuan-note/siyuan,36781,2020-08-30 09:21:35+00:00,2025-08-23 15:06:03+00:00,TypeScript,812,483,14929,14525,1819,0,0.9729385759260499
milvus-io/milvus,36754,2019-09-16 06:43:43+00:00,2025-08-23 13:35:47+00:00,Go,129,22791,14054,13473,2168,0,0.9586594563825246
facebookresearch/faiss,36741,2017-02-07 16:07:05+00:00,2025-08-23 06:34:08+00:00,C++,20,137,2674,2442,3119,0,0.9132385938668661
exacity/deeplearningbook-chinese,36684,2016-12-07 11:46:51+00:00,2019-12-03 04:25:44+00:00,TeX,7,16,203,139,3181,2090,0.6847290640394089
huihut/interview,36657,2018-02-09 09:49:48+00:00,2025-07-27 12:36:29+00:00,C++,0,35,66,65,2752,27,0.9848484848484849
halo-dev/halo,36653,2018-03-21 12:56:52+00:00,2025-08-22 04:08:34+00:00,Java,226,2615,4323,4028,2712,1,0.9317603516076799
vlang/v,36644,2019-02-08 02:57:06+00:00,2025-08-23 19:57:30+00:00,V,274,12272,9688,8599,2388,0,0.8875928984310487
alibaba/arthas,36638,2018-08-29 17:15:57+00:00,2025-07-30 07:50:51+00:00,Java,59,540,2094,1722,2551,24,0.8223495702005731
docling-project/docling,36616,2024-07-09 07:50:26+00:00,2025-08-23 14:11:34+00:00,Python,118,522,1107,623,410,0,0.5627822944896116
AobingJava/JavaFamily,36603,2019-11-12 04:26:18+00:00,2024-09-04 09:25:59+00:00,N/A,0,2,65,60,2111,353,0.9230769230769231
satwikkansal/wtfpython,36578,2017-08-28 20:22:19+00:00,2025-05-10 11:50:03+00:00,Python,2,113,222,157,2917,105,0.7072072072072072
babysor/MockingBird,36567,2021-08-07 03:53:39+00:00,2024-11-15 05:00:29+00:00,Python,1,80,888,412,1477,281,0.46396396396396394
httpie/cli,36418,2012-02-25 12:39:13+00:00,2024-12-17 17:30:35+00:00,Python,47,406,902,722,4928,249,0.8004434589800443
openai/gym,36406,2016-04-27 14:59:16+00:00,2024-10-11 20:07:05+00:00,Python,19,998,1838,1726,3405,316,0.9390642002176278
usebruno/bruno,36365,2022-09-27 20:51:45+00:00,2025-08-22 14:19:01+00:00,JavaScript,140,1267,3054,1851,1060,1,0.6060903732809431
ToolJet/ToolJet,36364,2021-03-30 08:51:34+00:00,2025-08-22 16:16:43+00:00,JavaScript,322,6676,5002,4369,1607,1,0.8734506197520991
chatboxai/chatbox,36335,2023-03-06 12:22:15+00:00,2025-08-20 08:29:12+00:00,TypeScript,47,71,2276,1450,901,3,0.6370826010544816
zbezj/HEU_KMS_Activator,36326,2019-06-23 00:49:35+00:00,2025-08-19 13:44:06+00:00,N/A,48,0,182,28,2253,4,0.15384615384615385
hiroi-sora/Umi-OCR,36237,2022-03-28 04:01:46+00:00,2025-05-31 08:22:02+00:00,Python,31,56,782,512,1244,84,0.6547314578005116
google-research/google-research,36222,2018-10-04 18:42:48+00:00,2025-08-22 23:33:08+00:00,Jupyter Notebook,0,29,1403,343,2515,0,0.2444761225944405
rapid7/metasploit-framework,36211,2011-08-30 06:13:20+00:00,2025-08-21 12:00:00+00:00,Ruby,0,11346,6280,5843,5107,2,0.9304140127388535
open-guides/og-aws,36200,2016-07-13 17:30:16+00:00,2024-08-16 02:51:54+00:00,Shell,0,498,227,87,3328,372,0.3832599118942731
nushell/nushell,36161,2019-05-10 16:59:42+00:00,2025-08-21 20:08:28+00:00,Rust,111,7902,6636,5156,2297,2,0.7769740807715492
NanmiCoder/MediaCrawler,36138,2023-06-09 12:14:34+00:00,2025-08-18 11:15:50+00:00,Python,0,101,491,392,806,5,0.7983706720977597
opentofu/manifesto,36084,2023-08-13 16:17:24+00:00,2025-03-18 18:26:51+00:00,HTML,0,765,26,14,741,158,0.5384615384615384
date-fns/date-fns,36054,2014-10-06 10:24:22+00:00,2025-08-14 23:54:15+00:00,TypeScript,122,1068,1997,1367,3974,8,0.684526790185278
openai/codex,36045,2025-04-13 05:37:54+00:00,2025-08-23 20:22:47+00:00,Rust,86,941,972,663,132,0,0.6820987654320988
crewAIInc/crewAI,36030,2023-10-27 03:26:59+00:00,2025-08-23 20:22:15+00:00,Python,99,937,1488,1439,666,0,0.9670698924731183
shadowsocks/shadowsocks-android,36029,2012-12-16 13:40:29+00:00,2025-07-12 23:41:14+00:00,Kotlin,185,256,2505,2457,4633,41,0.9808383233532935
docker/compose,36017,2013-12-09 11:40:58+00:00,2025-08-20 10:53:41+00:00,Go,263,3541,8118,8038,4275,3,0.9901453559990145
lerna/lerna,36009,2015-12-04 09:36:55+00:00,2025-08-06 17:08:47+00:00,TypeScript,244,997,2675,2277,3550,17,0.851214953271028
chatchat-space/Langchain-Chatchat,35942,2023-03-31 12:12:45+00:00,2025-03-25 15:45:51+00:00,TypeScript,31,615,4186,4079,876,151,0.9744386048733875
XingangPan/DragGAN,35913,2023-05-18 10:08:02+00:00,2024-05-18 17:51:40+00:00,Python,0,18,191,46,828,462,0.24083769633507854
SheetJS/sheetjs,35876,2012-12-03 19:25:52+00:00,2024-04-18 08:06:46+00:00,N/A,0,106,2386,2267,4646,492,0.9501257334450964
formulahendry/955.WLB,35849,2019-03-27 23:53:37+00:00,2025-02-03 05:15:20+00:00,N/A,0,18,263,82,2340,201,0.311787072243346
imputnet/cobalt,35794,2022-07-08 18:12:55+00:00,2025-08-19 08:07:36+00:00,Svelte,0,243,939,776,1142,4,0.8264110756123536
geekxh/hello-algorithm,35754,2020-05-29 05:47:09+00:00,2023-06-13 04:13:17+00:00,Java,0,26,44,33,1912,802,0.75
typeorm/typeorm,35699,2016-02-29 07:41:14+00:00,2025-08-21 15:40:07+00:00,TypeScript,38,2176,8402,6058,3463,2,0.7210188050464175
carbon-app/carbon,35641,2017-06-16 02:50:28+00:00,2025-06-03 06:16:59+00:00,JavaScript,215,668,686,627,2990,81,0.9139941690962099
HeyPuter/puter,35629,2024-03-03 01:44:32+00:00,2025-08-22 21:06:06+00:00,JavaScript,8,593,696,520,538,0,0.7471264367816092
koajs/koa,35601,2013-07-20 18:53:45+00:00,2025-08-23 17:32:03+00:00,JavaScript,9,522,926,909,4417,0,0.9816414686825053
hankcs/HanLP,35539,2014-10-09 06:36:16+00:00,2025-05-15 02:30:50+00:00,Python,62,79,1429,1421,3971,100,0.9944016794961511
alvarotrigo/fullPage.js,35464,2013-09-20 11:58:29+00:00,2025-06-28 00:48:36+00:00,JavaScript,105,320,4131,3999,4355,56,0.9680464778503994
airbnb/lottie-android,35454,2016-10-06 22:42:42+00:00,2025-08-08 21:24:48+00:00,Java,59,713,1778,1744,3242,14,0.9808773903262092
kilimchoi/engineering-blogs,35443,2015-06-13 18:25:17+00:00,2024-08-21 13:01:11+00:00,Ruby,0,681,97,74,3724,367,0.7628865979381443
zen-browser/desktop,35419,2024-03-28 00:05:55+00:00,2025-08-23 20:08:20+00:00,C++,115,481,6923,6540,513,0,0.9446771630795898
PKUanonym/REKCARC-TSC-UHT,35417,2019-04-05 03:31:23+00:00,2025-08-21 04:21:04+00:00,HTML,0,171,32,30,2332,2,0.9375
markedjs/marked,35392,2011-07-24 13:15:51+00:00,2025-08-18 00:58:03+00:00,TypeScript,156,1554,1604,1592,5144,5,0.9925187032418953
mindsdb/mindsdb,35379,2018-08-02 17:56:45+00:00,2025-08-22 19:56:59+00:00,Python,311,5370,4305,4259,2578,1,0.9893147502903601
jondot/awesome-react-native,35329,2015-03-26 19:58:06+00:00,2024-07-05 13:12:41+00:00,JavaScript,0,912,73,35,3803,414,0.4794520547945205
nativefier/nativefier,35286,2015-07-05 05:56:42+00:00,2023-09-29 13:45:16+00:00,TypeScript,99,261,1237,982,3702,694,0.793856103476152
spacedriveapp/spacedrive,35272,2021-09-27 05:09:04+00:00,2025-03-24 14:19:49+00:00,TypeScript,26,1881,507,388,1426,152,0.7652859960552268
junegunn/vim-plug,35154,2013-09-10 14:58:51+00:00,2025-03-29 05:17:01+00:00,Vim Script,8,177,1037,966,4365,147,0.9315332690453231
sqlmapproject/sqlmap,35116,2012-06-26 09:52:15+00:00,2025-08-19 09:32:01+00:00,Python,10,173,5344,5296,4806,4,0.9910179640718563
huggingface/pytorch-image-models,35097,2019-02-02 05:51:12+00:00,2025-08-08 19:23:26+00:00,Python,69,479,998,947,2394,15,0.9488977955911824
twentyhq/twenty,35077,2022-12-01 13:04:40+00:00,2025-08-23 18:46:14+00:00,TypeScript,46,7212,5211,5022,996,0,0.9637305699481865
sahat/hackathon-starter,35054,2013-11-13 17:24:12+00:00,2025-07-30 18:07:42+00:00,JavaScript,17,347,680,670,4301,24,0.9852941176470589
alebcay/awesome-shell,35031,2014-07-07 01:57:42+00:00,2024-08-21 06:53:29+00:00,N/A,0,307,62,23,4065,367,0.3709677419354839
pola-rs/polars,35020,2020-05-13 19:45:33+00:00,2025-08-23 19:21:59+00:00,Rust,226,11485,11302,8725,1928,0,0.7719872588922314
unknwon/the-way-to-go_ZH_CN,35018,2013-03-24 17:18:38+00:00,2024-08-14 07:04:25+00:00,Go,0,592,0,0,4535,374,0.0
bumptech/glide,34942,2013-07-08 22:52:33+00:00,2025-08-23 00:38:03+00:00,Java,47,572,4482,3920,4428,0,0.8746095493083444
microsoft/ai-agents-for-beginners,34866,2024-11-28 10:42:52+00:00,2025-08-23 16:36:17+00:00,Jupyter Notebook,0,150,67,58,268,0,0.8656716417910447
TeamNewPipe/NewPipe,34841,2015-09-03 23:39:26+00:00,2025-08-17 22:14:33+00:00,Java,137,1661,9633,8408,3641,5,0.8728329699989619
fengdu78/Coursera-ML-AndrewNg-Notes,34817,2017-11-04 10:04:08+00:00,2024-06-10 00:47:49+00:00,HTML,0,13,68,15,2849,439,0.22058823529411764
doocs/leetcode,34806,2018-09-16 14:03:03+00:00,2025-08-23 00:14:26+00:00,Java,21,4095,56,56,2533,0,1.0
mudler/LocalAI,34795,2023-03-18 22:58:02+00:00,2025-08-23 20:24:12+00:00,Go,83,3922,1084,713,888,0,0.6577490774907749
reworkd/AgentGPT,34793,2023-04-07 02:29:19+00:00,2025-04-29 01:19:32+00:00,TypeScript,12,539,467,337,869,116,0.721627408993576
yeongpin/cursor-free-vip,34740,2025-01-11 08:14:22+00:00,2025-06-18 02:18:31+00:00,Python,69,74,1027,472,224,66,0.4595910418695229
outline/outline,34698,2016-05-22 21:31:47+00:00,2025-08-21 11:56:02+00:00,TypeScript,147,3339,3497,3402,3379,2,0.9728338575922219
ghostty-org/ghostty,34628,2022-03-29 17:38:26+00:00,2025-08-23 20:26:36+00:00,Zig,1,2621,1782,1637,1243,0,0.9186307519640853
charmbracelet/bubbletea,34619,2020-01-10 21:04:03+00:00,2025-08-19 19:13:52+00:00,Go,62,628,368,295,2051,4,0.8016304347826086
sorrycc/awesome-javascript,34508,2014-07-01 15:59:02+00:00,2025-08-04 20:42:39+00:00,N/A,0,393,93,88,4071,18,0.946236559139785
BVLC/caffe,34498,2013-09-12 18:39:48+00:00,2024-07-31 23:10:28+00:00,C++,14,1087,4801,3902,4363,387,0.8127473443032701
chenfei-wu/TaskMatrix,34413,2023-03-02 09:04:28+00:00,2024-01-06 02:41:20+00:00,Python,0,21,357,136,905,595,0.38095238095238093
fastify/fastify,34403,2016-09-28 19:10:14+00:00,2025-08-22 14:28:46+00:00,JavaScript,298,3135,2092,2014,3251,1,0.9627151051625239
nodejs/node-v0.x-archive,34381,2009-05-27 16:29:46+00:00,2024-08-15 20:32:32+00:00,N/A,0,218,6379,6379,5932,372,1.0
netty/netty,34356,2010-11-09 09:22:21+00:00,2025-08-21 11:56:06+00:00,Java,0,4432,6715,6102,5401,2,0.9087118391660461
fxsjy/jieba,34340,2012-09-29 07:52:01+00:00,2024-08-21 09:23:45+00:00,Python,9,96,866,229,4711,367,0.2644341801385681
roboflow/supervision,34339,2022-11-28 14:08:44+00:00,2025-08-18 17:34:15+00:00,Python,33,967,489,415,999,5,0.8486707566462167
